MOF,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,Rf fraction,Db fraction,Sg fraction,Bh fraction,Hs fraction,Mt fraction,Ds fraction,Rg fraction,Cn fraction,Nh fraction,Fl fraction,Mc fraction,Lv fraction,Ts fraction,Og fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,energy
ACAJIY_w_H2O_1_relaxed,0.3772609819121447,0,0.0,0.0,0.0,0.2325581395348837,0.3720930232558139,0.0025839793281653,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155038759689922,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.440223359173126,9.44186046511628,1.6537467700258397,29.0,4.863049095607235,1.1,0.5214470284237726,1.79,2.5886304909560724,1.6227390180878554,1.5917312661498708,0.1550387596899224,0.0,0.4815950920245399,0.4723926380368098,0.0460122699386503,0.0,-0.3016801060003672
ACAJIZ_w_H2O_1_relaxed,0.4170212765957446,0,0.0,0.0,0.0,0.3744680851063829,0.0340425531914893,0.1404255319148936,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340425531914893,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.804772425531914,8.791489361702128,1.651063829787234,28.0,5.012765957446809,1.1,0.5187234042553192,1.54,2.523574468085106,1.548936170212766,1.4127659574468086,0.3404255319148936,0.0,0.4690721649484536,0.4278350515463918,0.1030927835051546,0.0,-0.3694647625001153
ACAJOF_w_H2O_1_relaxed,0.4291497975708502,0,0.0,0.0,0.0,0.3724696356275304,0.0323886639676113,0.1336032388663967,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323886639676113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.555578299595142,8.623481781376519,1.6356275303643724,28.0,4.898785425101215,1.1,0.5129554655870445,1.54,2.513522267206478,1.5384615384615383,1.3765182186234817,0.3238866396761133,0.0,0.475,0.425,0.1,0.0,-0.4740832075001435
ACIBOE_w_H2O_1_relaxed,0.1595092024539877,0,0.0,0.0,0.0,0.4417177914110429,0.0,0.3251533742331288,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0736196319018405,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.481626012269938,12.429447852760736,1.987730061349693,29.0,7.619631901840491,1.1,0.6435582822085889,1.79,2.7173006134969326,1.8404907975460123,2.184049079754601,0.7361963190184049,0.0,0.3865979381443299,0.4587628865979381,0.1546391752577319,0.0,-0.345155949999878
ACODON_w_H2O_1_relaxed,0.2905027932960894,0,0.0,0.0,0.0,0.4804469273743016,0.0,0.1843575418994413,0.0,0,0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2564789273743,10.368715083798882,1.8212290502793296,64.0,6.435754189944134,1.5,0.5810055865921787,2.23,2.5744134078212286,1.7094972067039107,1.76536312849162,0.0,0.2011173184357542,0.4650455927051672,0.4802431610942249,0.0,0.0547112462006079,-0.2385061424998866
ACOGAB_w_H2O_1_relaxed,0.4180790960451977,0,0.0,0.0,0.0,0.3615819209039548,0.135593220338983,0.0508474576271186,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225988700564971,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0112994350282485,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.552913898305086,8.847457627118644,1.6610169491525424,47.0,5.27683615819209,1.3,0.519774011299435,1.75,2.514915254237288,1.5819209039548023,1.4463276836158192,0.3389830508474576,0.0,0.4697986577181208,0.4295302013422818,0.1006711409395973,0.0,-0.4696281159999216
ACOGEF_w_H2O_1_relaxed,0.4180790960451977,0,0.0,0.0,0.0,0.3615819209039548,0.135593220338983,0.0508474576271186,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0112994350282485,0,0.0,0.0,0.0,0.0225988700564971,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.615071412429378,8.847457627118644,1.6836158192090396,52.0,5.68361581920904,1.3,0.5254237288135594,1.75,2.508135593220339,1.5819209039548023,1.4463276836158192,0.3389830508474576,0.0,0.4697986577181208,0.4295302013422818,0.1006711409395973,0.0,-0.5331784919998881
ACOLIP_w_H2O_1_relaxed,0.3809523809523809,0,0.0,0.0,0.0,0.419047619047619,0.0952380952380952,0.0857142857142857,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019047619047619,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.367714285714284,9.276190476190475,1.6571428571428573,29.0,4.819047619047619,1.1,0.5276190476190477,1.79,2.5224761904761905,1.619047619047619,1.4666666666666666,0.1904761904761904,0.0,0.4941860465116279,0.4476744186046511,0.0581395348837209,0.0,-0.5108190739999372
ACUBAB_w_H2O_1_relaxed,0.0246913580246913,0,0.0,0.0,0.0,0.0,0.0,0.6049382716049383,0.0,0,0.0,0.0,0.0,0.0,0.1481481481481481,0.0,0.0246913580246913,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975308641975308,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.082192888888887,14.716049382716047,2.54320987654321,29.0,13.432098765432098,1.1,0.808641975308642,1.79,2.863703703703704,1.9753086419753083,2.9876543209876543,1.9753086419753083,0.0,0.2846975088967971,0.4306049822064057,0.2846975088967971,0.0,-0.4185279424999777
ACUTOI_w_H2O_1_relaxed,0.2948207171314741,0,0.0,0.0,0.0,0.350597609561753,0.0318725099601593,0.2270916334661354,0.0,0,0.0318725099601593,0.0,0.0,0.0,0.0,0.0318725099601593,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0318725099601593,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.925397267888446,10.239043824701197,1.8645418326693224,47.0,6.828685258964144,1.55,0.6147410358565737,2.51,2.586454183266932,1.6733067729083666,1.8326693227091635,0.3187250996015936,0.0,0.4375,0.4791666666666666,0.0833333333333333,0.0,-0.4022087149998583
ADABUE_w_H2O_1_relaxed,0.3092783505154639,0,0.0,0.0,0.0,0.3505154639175257,0.2061855670103092,0.0927835051546391,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412371134020618,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.51458350515464,10.24742268041237,1.7731958762886595,28.0,5.793814432989691,1.1,0.568041237113402,1.54,2.5985567010309274,1.649484536082474,1.690721649484536,0.4123711340206185,0.0,0.4395604395604395,0.4505494505494505,0.1098901098901098,0.0,-0.2305923340000844
ADAXEK_w_H2O_1_relaxed,0.3050847457627119,0,0.0,0.0,0.0,0.4406779661016949,0.0338983050847457,0.1864406779661017,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338983050847457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.055835762711864,10.271186440677964,1.7627118644067796,26.0,5.593220338983051,1.1,0.5644067796610169,1.56,2.603050847457627,1.694915254237288,1.728813559322034,0.2372881355932203,0.0,0.4629629629629629,0.4722222222222222,0.0648148148148148,0.0,-0.1558390980000013
