MOF,atomic_num_mean,atomic_num_geometric_mean,atomic_num_standard_deviation,atomic_num_max,atomic_num_min,group_num_mean,group_num_geometric_mean,group_num_standard_deviation,group_num_max,group_num_min,period_num_mean,period_num_geometric_mean,period_num_standard_deviation,period_num_max,period_num_min,electronegativity_mean,electronegativity_geometric_mean,electronegativity_standard_deviation,electronegativity_max,electronegativity_min,electron_affinity_mean,electron_affinity_geometric_mean,electron_affinity_standard_deviation,electron_affinity_max,electron_affinity_min,melting_mean,melting_geometric_mean,melting_standard_deviation,melting_max,melting_min,boiling_mean,boiling_geometric_mean,boiling_standard_deviation,boiling_max,boiling_min,density_mean,density_geometric_mean,density_standard_deviation,density_max,density_min,ionization_energy_mean,ionization_energy_geometric_mean,ionization_energy_standard_deviation,ionization_energy_max,ionization_energy_geometric_min,energy
ACAJIY_w_H2O_1_relaxed,4.863049095607235,3.316310319299889,4.17750268551824,30.0,1.0,9.44186046511628,5.296630404295706,6.589758293604319,16.0,1.0,1.6537467700258397,1.55643237407873,0.5651417402037963,4.0,1.0,2.5886304909560724,2.559523588786659,0.3855730798398339,3.44,1.65,66.22428940568476,0.0,56.49388779633762,153.9,0.0,928.7314987080102,96.34099928591122,1595.505594395752,3823.15,14.009999999999993,1055.0009560723515,124.01822003561377,1792.0014219025152,4300.15,20.279999999999973,636.7821664082688,3.031490404856197,1254.0751221650053,7140.0,0.0899,1286.8746770025837,1279.8350041056983,129.53382078922417,1402.3,906.4,-0.3016801060003672
ACAJIZ_w_H2O_1_relaxed,5.012765957446809,3.1387935901910744,5.2967118270929765,29.0,1.0,8.791489361702128,4.718091672627844,6.652077896040696,16.0,1.0,1.651063829787234,1.5337052783039522,0.6568371476088647,4.0,1.0,2.523574468085106,2.490623634787737,0.4291555163579535,3.44,1.9,112.05872340425532,99.25586540924732,42.34429648935986,153.9,7.0,1493.5608085106385,170.5028469711219,1818.26244088766,3823.15,14.009999999999993,1730.5488085106383,230.2066863440877,2050.549784173271,4300.15,20.279999999999973,1151.5998944680855,9.535206908969029,1821.9335488019383,8960.0,0.0899,1211.6131914893615,1202.205501593754,142.0119367039621,1402.3,745.5,-0.3694647625001153
ACAJOF_w_H2O_1_relaxed,4.898785425101215,3.056540633981868,5.216941274118518,29.0,1.0,8.623481781376519,4.566606219574092,6.669157910068195,16.0,1.0,1.6356275303643724,1.5191231895660335,0.6526386111876381,4.0,1.0,2.513522267206477,2.4815814251529487,0.4225258328950854,3.44,1.9,111.46477732793522,98.96476522980367,42.23559733732076,153.9,7.0,1483.366275303643,165.3689412884719,1817.7300867334757,3823.15,14.009999999999993,1716.7684615384617,223.11829983348449,2049.866135254105,4300.15,20.279999999999973,1132.253823481782,8.957411993512402,1794.6145219250354,8960.0,0.0899,1212.8384615384614,1203.639142067464,140.59156689735474,1402.3,745.5,-0.4740832075001435
ACIBOE_w_H2O_1_relaxed,7.619631901840491,5.573283449770988,6.7134226767188485,30.0,1.0,12.429447852760736,9.489377985882363,5.107397888559883,16.0,1.0,1.987730061349693,1.884406782059143,0.6736743862333401,4.0,1.0,2.717300613496933,2.658706977537678,0.5556404157318973,3.44,1.65,125.43926380368096,0.0,45.13221943755764,153.9,0.0,1759.8176073619636,346.6608456130656,1842.7512316108969,3823.15,14.009999999999993,2018.91490797546,473.6296311986322,2048.6977373798304,4300.15,20.279999999999973,1524.405364417178,44.54526130396517,1919.741161749656,7140.0,0.0899,1183.150306748466,1175.2637679379802,134.05840608569537,1313.9,906.4,-0.345155949999878
ACODON_w_H2O_1_relaxed,6.435754189944134,4.047112031510377,9.349218344282832,65.0,1.0,10.726256983240225,6.722010115178504,6.300477321715049,19.0,1.0,1.8212290502793296,1.691129512916781,0.7990194046382624,6.0,1.0,,,,,,123.7877094972067,116.77931028528796,37.80785536308337,153.9,50.0,1894.4998324022345,318.0629640714955,1869.621266942256,3823.15,14.009999999999993,2179.178268156425,423.0692833563977,2101.897333876015,4300.15,20.279999999999973,1310.5018536312853,31.36645599990284,1523.260109051618,8219.0,0.0899,1180.6262569832402,1169.5400563226174,147.06831055597502,1313.9,565.8,-0.2385061424998866
ACOGAB_w_H2O_1_relaxed,5.27683615819209,3.1315985815744405,7.014687991437943,48.0,1.0,8.847457627118644,4.732782118130562,6.68537545308934,17.0,1.0,1.6610169491525424,1.536296645317457,0.7037471014246337,5.0,1.0,2.514915254237288,2.489659830761249,0.3673852004007821,3.44,1.69,101.53785310734465,0.0,62.19836303113158,324.6,0.0,1412.2996045197738,156.04020099157356,1815.7159283228696,3823.15,14.009999999999993,1597.6729378531077,202.68896347341763,2037.0746435708988,4300.15,20.279999999999973,985.7036022598872,8.31561166641736,1393.0696196511703,8650.0,0.0899,1233.8954802259886,1227.0489801636209,127.6358617313748,1402.3,867.8,-0.4696281159999216
ACOGEF_w_H2O_1_relaxed,5.68361581920904,3.161102519441965,8.974629176002505,53.0,1.0,8.847457627118644,4.732782118130562,6.68537545308934,17.0,1.0,1.6836158192090396,1.5440634366326558,0.7893445964552759,5.0,1.0,2.508135593220339,2.4836545904841074,0.3618352837617284,3.44,1.69,100.8734463276836,0.0,59.92762702913544,295.2,0.0,1415.03406779661,157.36856735827658,1814.0776930572351,3823.15,14.009999999999993,1600.5045762711868,204.16042286372192,2035.399931919422,4300.15,20.279999999999973,1026.833545762712,8.402418517375429,1479.6535981885486,8650.0,0.0899,1230.9237288135591,1223.6546712980114,131.26892094641036,1402.3,867.8,-0.5331784919998881
ACOLIP_w_H2O_1_relaxed,4.819047619047619,3.2517063003056745,4.420258454802867,30.0,1.0,9.276190476190475,5.200642889844412,6.525401265669762,16.0,1.0,1.6571428571428573,1.556273085558141,0.5827450872677469,4.0,1.0,2.5224761904761905,2.494179271088436,0.3899982440800054,3.44,1.65,104.97714285714288,0.0,51.31051921694932,153.9,0.0,1631.3191428571429,205.36182533635449,1863.7724349435623,3823.15,14.009999999999993,1847.2757142857145,267.0022140501093,2089.080401807208,4300.15,20.279999999999973,1083.3234952380951,12.674133346986752,1392.0410018643115,7140.0,0.0899,1218.5419047619046,1211.60129417777,128.39275590079237,1402.3,906.4,-0.5108190739999372
ACUBAB_w_H2O_1_relaxed,13.432098765432098,11.033363608206486,8.750221544433328,30.0,1.0,14.716049382716047,14.00254774591764,2.690791649545734,17.0,1.0,2.54320987654321,2.4182177115680137,0.8322123232766773,4.0,1.0,2.8637037037037043,2.746461573970471,0.7564217982712178,3.44,1.65,106.2296296296296,0.0,68.02316316537566,349.0,0.0,221.60555555555547,116.7533030508806,251.2764547487709,692.68,14.009999999999993,376.1386419753087,193.703108019752,430.57210744601366,1180.15,20.279999999999973,1681.3904790123458,21.123959699390312,2781.243791747339,7140.0,0.0899,1187.0555555555552,1173.1730701646954,174.15376205958395,1313.9,906.4,-0.4185279424999777
ACUTOI_w_H2O_1_relaxed,6.828685258964144,4.265726895946435,8.235970436349811,48.0,1.0,10.239043824701197,6.102880200372658,6.500890950437011,16.0,1.0,1.8645418326693224,1.72261571226469,0.7918771442570123,5.0,1.0,2.5864541832669325,2.512475230744333,0.5740786632908828,3.44,0.93,115.7203187250996,0.0,48.53261631226523,200.0,0.0,1402.1210756972112,199.12263111375648,1783.2192524837556,3823.15,14.009999999999993,1629.443864541833,280.74792668740673,1980.8049441561457,4300.15,20.279999999999973,1161.7614087649404,17.036400112066357,1725.7204041285693,8650.0,0.0899,1186.1207171314738,1167.6867961291125,181.31585383983665,1402.3,495.8,-0.4022087149998583
ADABUE_w_H2O_1_relaxed,5.793814432989691,3.90029980797164,5.484632973332201,29.0,1.0,10.24742268041237,6.293542134774517,6.255770001037232,16.0,1.0,1.7731958762886595,1.6608925735649658,0.6502204961328445,4.0,1.0,2.598556701030928,2.565918584954721,0.4194645327172173,3.44,1.9,95.8680412371134,63.348454130413295,56.420685221871565,153.9,7.0,1418.48587628866,187.0196660367123,1785.6036503697908,3823.15,14.009999999999993,1654.7788659793814,246.0550963634192,2019.1022500268928,4300.15,20.279999999999973,1162.06781443299,11.20744611659733,1936.6138324691867,8960.0,0.0899,1228.3927835051545,1216.5237082410397,160.46535499635976,1402.3,745.5,-0.2305923340000844
ADAXEK_w_H2O_1_relaxed,5.593220338983051,3.876635929069212,4.815647673031403,27.0,1.0,10.271186440677964,6.335560195413292,6.267566522804704,16.0,1.0,1.7627118644067796,1.6572756240317468,0.6199776663787079,4.0,1.0,2.6030508474576277,2.566372179158169,0.4534248362852422,3.44,1.88,118.71525423728814,105.313070047013,42.508538777558094,153.9,7.0,1761.353050847458,265.3382581970193,1856.21334346161,3823.15,14.009999999999993,2029.0967796610169,352.67477879513564,2092.9568643885914,4300.15,20.279999999999973,1297.9633762711867,21.133358762461206,1803.1037228951973,8900.0,0.0899,1197.3440677966098,1188.2487013612265,140.90305150150613,1402.3,760.4,-0.1558390980000013
ADAXIO_w_H2O_3_relaxed,5.682819383259912,3.979703547482734,4.844344991295561,27.0,1.0,10.440528634361234,6.571437399493293,6.172964765303093,16.0,1.0,1.779735682819383,1.6753858478246113,0.619032868473852,4.0,1.0,2.602643171806167,2.5668841605059587,0.4474303238495037,3.44,1.88,119.6343612334802,105.93651620469768,42.608526994131104,153.9,7.0,1830.091233480176,292.8266664500007,1859.629465673741,3823.15,14.009999999999993,2107.816784140969,387.2403994072893,2095.615749442556,4300.15,20.279999999999973,1349.4032176211456,25.29911692764925,1819.5326454347507,8900.0,0.0899,1192.773127753304,1183.5678142220786,141.74947693661187,1402.3,760.4,-0.1310309600000891
ADIQEL_w_H2O_1_relaxed,5.095890410958904,3.451194585071216,4.551574719407164,27.0,1.0,9.534246575342468,5.51381797959581,6.440629152839501,16.0,1.0,1.6986301369863013,1.5924332239385688,0.61231497640074,4.0,1.0,2.5435616438356163,2.513559664234693,0.408288676625144,3.44,1.88,112.9041095890411,96.0996587940255,45.6921306685198,153.9,7.0,1739.5508219178082,240.27133047579545,1862.1217609187092,3823.15,14.009999999999993,1995.2612328767125,315.4176111508277,2099.227576673288,4300.15,20.279999999999973,1234.7972931506852,16.99439748799388,1698.3406362461783,8900.0,0.0899,1203.2205479452052,1194.543352586579,138.7110537307572,1402.3,760.4,-0.2561116233333488
ADOBAX_charged_w_H2O_1_relaxed,7.740072202166065,5.140118026840684,6.600865603054519,25.0,1.0,10.3971119133574,6.846981842943364,6.211761782195043,17.0,1.0,2.0288808664259927,1.8607965238933912,0.8743619707211041,4.0,1.0,2.625992779783394,2.5521876947598336,0.6102247085244228,3.44,1.55,109.7581227436823,0.0,52.54479107770909,349.0,0.0,1401.767545126354,220.30281107374265,1685.723998768142,3823.15,14.009999999999993,1736.8848736462094,309.8997483437344,1992.501954832664,4300.15,20.279999999999973,1466.9401097472924,18.411715111775464,2107.5410615739606,7470.0,0.0899,1167.2184115523469,1140.3036079291778,223.20393094067256,1402.3,650.9,-0.5048440119998304
ADOBEB_charged_w_H2O_1_relaxed,7.740072202166065,5.140118026840684,6.600865603054519,25.0,1.0,10.3971119133574,6.846981842943364,6.211761782195043,17.0,1.0,2.0288808664259927,1.8607965238933912,0.8743619707211041,4.0,1.0,2.625992779783394,2.5521876947598336,0.6102247085244228,3.44,1.55,109.7581227436823,0.0,52.54479107770909,349.0,0.0,1401.767545126354,220.30281107374265,1685.723998768142,3823.15,14.009999999999993,1736.8848736462094,309.8997483437344,1992.501954832664,4300.15,20.279999999999973,1466.9401097472924,18.411715111775464,2107.5410615739606,7470.0,0.0899,1167.2184115523469,1140.3036079291778,223.20393094067256,1402.3,650.9,-0.187777532000382
ADOBOL_charged_w_H2O_1_relaxed,7.768953068592058,5.14583367644851,6.680218385389642,27.0,1.0,10.425992779783394,6.871875293874968,6.200539411723609,17.0,1.0,2.0288808664259927,1.8607965238933912,0.8743619707211041,4.0,1.0,2.6307581227436825,2.559311194794596,0.6030498323854823,3.44,1.63,110.6779783393502,91.81434987522408,51.154476732498246,349.0,7.0,1405.36321299639,220.78620250963596,1686.236024149067,3823.15,14.009999999999993,1749.3902888086643,311.3150835734847,1998.9185678432495,4300.15,20.279999999999973,1487.5899292418771,18.458343406083728,2172.269863380284,8900.0,0.0899,1167.8407942238266,1141.2648392069711,222.00538118356383,1402.3,650.9,0.1184743159994468
ADOCEC_w_H2O_1_relaxed,7.6892430278884465,4.889319858189716,7.013294420611506,28.0,1.0,9.856573705179285,6.303389042511472,6.225777492970488,16.0,1.0,2.0239043824701195,1.8409852752770552,0.9143751784431298,4.0,1.0,2.5496414342629485,2.484405043859298,0.5737660160306881,3.44,1.63,106.64940239043824,87.97940072728565,47.91646563474534,153.9,7.0,1543.6888844621517,252.64676015146736,1712.2593839208623,3823.15,14.009999999999993,1919.8441832669323,351.1572137804706,2024.4716982555915,4300.15,20.279999999999973,1641.6481529880473,23.90530782173406,2226.4240857317363,8908.0,0.0899,1152.8394422310755,1124.6135514665891,228.8727500059944,1402.3,650.9,-0.0459125080000831
ADODAA_charged_w_H2O_1_relaxed,7.687272727272727,5.419596269319826,6.990670524360684,29.0,1.0,11.963636363636365,8.827763178507595,5.326310803629423,16.0,1.0,1.992727272727273,1.8731345646094124,0.7285987910689308,4.0,1.0,2.699636363636364,2.6546242556060533,0.4927915422693772,3.44,1.9,107.74181818181818,75.16991273428619,54.5562018502991,153.9,7.0,1478.0444727272727,255.30248503173232,1755.023434594327,3823.15,14.009999999999993,1784.4710181818186,348.59678778549574,1993.7694974570743,4300.15,20.279999999999973,1571.4399854545452,23.69745606978699,2513.9586271651733,8960.0,0.0899,1199.9952727272723,1183.2962187286223,186.11305346095952,1402.3,745.5,-0.2349276360001112
ADODII_w_H2O_1_relaxed,5.413793103448276,3.426141513867392,7.364955422199577,57.0,1.0,9.724137931034482,5.539057872023093,6.635310723302123,19.0,1.0,1.706896551724138,1.585851820463316,0.7429814284970773,6.0,1.0,2.5517241379310347,2.508687229017974,0.4660144216024844,3.44,1.1,120.48620689655174,113.30477098752306,38.56127881104828,153.9,48.0,1748.909655172414,236.53799494368985,1875.7990194580768,3823.15,14.009999999999993,2014.9901724137933,316.8059527347746,2114.5602186991846,4300.15,20.279999999999973,1119.3478948275863,16.47422381313493,1299.206876296572,6146.0,0.0899,1197.8982758620689,1187.5527919354706,141.78358994022437,1313.9,538.1,-0.2767513199999314
ADODOO_w_H2O_1_relaxed,5.517241379310345,3.4320586882241493,8.09478627289226,63.0,1.0,9.724137931034482,5.539057872023093,6.635310723302123,19.0,1.0,1.706896551724138,1.585851820463316,0.7429814284970773,6.0,1.0,,,,,,120.52068965517245,113.38454607094329,38.497284985418304,153.9,50.0,1747.2372413793105,236.1921396912022,1876.3378303555637,3823.15,14.009999999999993,1981.5936206896556,312.84111055791016,2102.35827346561,4300.15,20.279999999999973,1103.7961706896554,16.42920375544543,1243.1323713551442,5244.0,0.0899,1198.0534482758617,1187.8924639064755,141.06450250654746,1313.9,547.1,-0.3377089324999645
ADODUU_w_H2O_1_relaxed,5.551724137931035,3.433908506614345,8.34012406629191,65.0,1.0,9.724137931034482,5.539057872023093,6.635310723302123,19.0,1.0,1.706896551724138,1.585851820463316,0.7429814284970773,6.0,1.0,,,,,,120.52068965517245,113.38454607094329,38.497284985418304,153.9,50.0,1756.444137931035,237.81506482176616,1874.424703713055,3823.15,14.009999999999993,2010.9556896551728,316.4529615594401,2111.4915728355536,4300.15,20.279999999999973,1155.0892741379312,16.556985922467295,1456.0466680830857,8219.0,0.0899,1198.3758620689653,1188.581007285898,139.58999360237829,1313.9,565.8,-0.254711135999878
ADUWIH_w_H2O_1_relaxed,5.337807606263982,3.657279507484869,4.882968403369924,30.0,1.0,10.026845637583891,6.0179833658259705,6.3382786272013965,16.0,1.0,1.7270693512304252,1.6247567184899745,0.5995943088748837,4.0,1.0,2.556868008948546,2.522063817441553,0.4371127950011916,3.44,1.65,121.17270693512305,0.0,41.71578135340748,153.9,0.0,1879.5572035794185,292.3056948193206,1882.470694587388,3823.15,14.009999999999993,2130.9694183445195,384.1567241918676,2105.519338689326,4300.15,20.279999999999973,1284.0211239373602,25.57558980804492,1479.1794916793265,7140.0,0.0899,1192.4552572706934,1186.1698104743607,121.23526414890992,1313.9,906.4,-0.5493859866669482
AFEJOK_ion_b_w_H2O_1_relaxed,5.763636363636364,3.978882891569074,4.604202176919515,29.0,1.0,10.6,6.44379145449113,6.524359947709256,17.0,1.0,1.7545454545454546,1.6529515428007184,0.5906293043920287,4.0,1.0,2.726636363636365,2.661995743166438,0.633204372110225,3.98,1.9,141.92727272727274,104.25569823891176,93.97637508640226,328.0,7.0,1443.8243636363627,188.63148785365487,1807.673501444996,3823.15,14.009999999999993,1660.1322727272725,253.6468854676725,2030.9281255939288,4300.15,20.279999999999973,1034.905087272727,12.829817611678584,1528.5885406910595,8960.0,0.0899,1279.351818181818,1260.6963747297018,220.60380888981544,1681.0,745.5,-0.5623240380001334
AFENEE_w_H2O_1_relaxed,4.817610062893082,2.7925733664750765,7.256188290144977,47.0,1.0,7.987421383647798,4.106340901748596,6.546387377047004,16.0,1.0,1.610062893081761,1.482310054732319,0.7346924200094236,5.0,1.0,2.4264150943396223,2.4107646298198206,0.2838178240640245,3.44,1.93,100.57987421383648,79.14317326566477,49.09973008402186,153.9,7.0,1583.1554088050311,175.93777223794868,1848.2036474163085,3823.15,14.009999999999993,1809.9303773584904,228.2383569807628,2077.7904461153944,4300.15,20.279999999999973,1173.761620125786,9.442031866521218,1856.4691066377472,10490.0,0.0899,1215.7150943396227,1206.3925240451106,143.2127885037814,1402.3,731.0,-0.2886100859999487
AFIPAH_w_H2O_1_relaxed,9.457627118644067,5.827572653985053,13.05051727515408,57.0,1.0,12.983050847457626,9.670155754882057,5.567738564823972,19.0,1.0,2.101694915254237,1.915822044622983,1.115300601787261,6.0,1.0,2.7694915254237285,2.666917180724788,0.6713897141253107,3.44,1.1,127.50847457627118,120.70376858676566,35.342715731819496,153.9,48.0,1402.4228813559328,226.04542447988385,1756.590372421789,3823.15,14.009999999999993,1752.722881355932,334.2040916030048,2036.316414491028,4300.15,20.279999999999973,1183.4004067796611,19.151482622075505,1700.546075248967,6146.0,0.0899,1183.8966101694912,1159.2949522270328,203.551595063551,1313.9,538.1,-0.5813197074999721
AFITEP_w_H2O_1_relaxed,5.00990099009901,3.4980406116100324,4.386060388637085,30.0,1.0,9.801980198019802,5.825474947155007,6.304202279102844,16.0,1.0,1.702970297029703,1.605662096431688,0.572376571595827,4.0,1.0,2.513069306930693,2.487833288564158,0.36878914143466,3.44,1.65,116.5841584158416,0.0,46.47707991004817,153.9,0.0,1994.171782178218,325.7193648929388,1886.421463649525,3823.15,14.009999999999993,2255.240693069307,417.4249896283831,2112.543039740248,4300.15,20.279999999999973,1305.1576396039604,29.420184157346466,1391.300204016339,7140.0,0.0899,1191.6148514851484,1185.1839179296726,123.56637642738328,1402.3,906.4,-0.1675132579999171
AFITUF_w_H2O_1_relaxed,7.0276008492569,4.447655971455035,7.9617772116040735,35.0,1.0,10.968152866242038,7.221735677429109,5.96531415947374,17.0,1.0,1.8938428874734607,1.762239203270361,0.7439667372276912,4.0,1.0,2.5623779193205944,2.5344637756196167,0.3863964300120171,3.44,1.65,132.5855626326964,0.0,62.48732426578915,324.6,0.0,2087.6429511677284,432.8801588187655,1865.0248827643984,3823.15,14.009999999999993,2364.322569002124,550.6556798130241,2084.6150671335345,4300.15,20.279999999999973,1550.2675176220807,65.82489253763147,1457.48524345925,7140.0,0.0899,1174.7454352441612,1168.7204065079443,119.48389552656604,1402.3,906.4,-0.3463430100002824
AFIXAO_w_H2O_1_relaxed,5.685131195335277,3.592868138319252,5.895097080557857,27.0,1.0,9.323615160349854,5.425456105212127,6.320192711477039,16.0,1.0,1.760932944606414,1.6274620549972685,0.7292244001843835,4.0,1.0,2.50332361516035,2.478553079549409,0.3547914883836648,3.44,1.88,85.49446064139943,54.46507619073936,56.2861706050916,153.9,7.0,1460.4929154518952,188.4855551332673,1778.734612879024,3823.15,14.009999999999993,1716.5428862973763,243.58395000916028,2030.1337099499976,4300.15,20.279999999999973,1309.9489119533523,11.34326130114005,2165.5504071571468,8900.0,0.0899,1222.0113702623908,1208.3991803450904,171.2755606738107,1402.3,760.4,-0.2310057480002796
