MOF,atomic_num_mean,atomic_num_geometric_mean,atomic_num_standard_deviation,atomic_num_max,atomic_num_min,group_num_mean,group_num_geometric_mean,group_num_standard_deviation,group_num_max,group_num_min,period_num_mean,period_num_geometric_mean,period_num_standard_deviation,period_num_max,period_num_min,electronegativity_mean,electronegativity_geometric_mean,electronegativity_standard_deviation,electronegativity_max,electronegativity_min,electron_affinity_mean,electron_affinity_geometric_mean,electron_affinity_standard_deviation,electron_affinity_max,electron_affinity_min,melting_mean,melting_geometric_mean,melting_standard_deviation,melting_max,melting_min,boiling_mean,boiling_geometric_mean,boiling_standard_deviation,boiling_max,boiling_min,density_mean,density_geometric_mean,density_standard_deviation,density_max,density_min,ionization_energy_mean,ionization_energy_geometric_mean,ionization_energy_standard_deviation,ionization_energy_max,ionization_energy_geometric_min
boydwoo_str_m3_o4_o15_nbo_sym_69,6.408450704225352,4.622196004969818,5.55529810507972,30.0,1.0,11.507042253521126,7.945425945057154,5.752827203141127,17.0,1.0,1.8591549295774648,1.761618357864502,0.6119876333070543,4.0,1.0,2.667605633802817,2.619848277337121,0.5119239181718601,3.98,1.65,124.52816901408453,0.0,51.88985676098614,328.0,0.0,1824.2732394366192,323.9030537698155,1867.2837270848756,3823.15,14.009999999999993,2076.8116901408453,430.7167951929744,2083.853117768564,4300.15,20.279999999999973,1352.5140901408452,33.64491980783506,1642.7807881086078,7140.0,0.0899,1198.221126760563,1190.011365106238,140.67139805133212,1681.0,906.4
XEHFOH_FSR,7.793103448275862,4.223811151220318,10.832197568439758,53.0,1.0,10.0,6.169507202517427,6.125131947910211,17.0,1.0,1.9310344827586208,1.7461825832923883,0.9443492370778724,5.0,1.0,2.4679310344827585,2.449006781896122,0.306519722157227,3.04,1.9,110.89310344827584,80.0056329048151,62.79724313647076,295.2,7.0,1833.8493103448277,327.5059331045568,1822.668476609806,3823.15,14.009999999999993,2155.9193103448274,421.4775841846936,2050.2999571567,4300.15,20.279999999999973,1801.5797620689652,39.10463587269192,2328.5381443340743,8960.0,0.0899,1173.8310344827585,1159.6685851653333,173.60854123166007,1402.3,745.5
AKUWIO_FSR,4.853658536585366,3.2294980111396456,4.436879674867957,27.0,1.0,9.097560975609756,5.043818099704294,6.558572413257363,16.0,1.0,1.6585365853658536,1.552019131446141,0.6092680974047218,4.0,1.0,2.531707317073171,2.502774662378332,0.3989003325547799,3.44,1.88,104.46097560975608,82.48478645129538,49.421674311288896,153.9,7.0,1552.0563414634146,186.1534802944288,1836.3339047157424,3823.15,14.009999999999993,1780.4260975609757,244.64307378954908,2073.044766270227,4300.15,20.279999999999973,1099.320936585366,10.509248580625878,1648.22777826832,8900.0,0.0899,1219.541463414634,1210.807020424627,139.68654277347105,1402.3,760.4
ETUSIW_FSR,5.285714285714286,3.5713812767079287,4.873083087277519,29.0,1.0,9.8,5.7574401611058725,6.413378873217188,16.0,1.0,1.7142857142857142,1.6084981600629786,0.6127888739864918,4.0,1.0,2.569142857142857,2.537984935993358,0.4143316230720881,3.44,1.9,106.81714285714284,82.1839076192587,50.59164519231715,153.9,7.0,1586.3311428571433,208.9217709966293,1839.4786965811363,3823.15,14.009999999999993,1827.172857142857,275.097211855765,2071.079545695324,4300.15,20.279999999999973,1160.337108571429,13.325655727031863,1729.2825707432671,8960.0,0.0899,1216.151428571428,1206.5179754756923,145.7898044082225,1402.3,745.5
AJIHUX_FSR,6.230769230769231,4.013598067619243,6.92991115664936,38.0,1.0,10.076923076923077,5.9793930874142776,6.568708320064367,16.0,1.0,1.807692307692308,1.673827761228138,0.7854068406408513,5.0,1.0,2.623846153846154,2.5479728051206165,0.5761615486801551,3.44,0.95,108.94346153846152,82.80358288938845,50.53151636068385,153.9,5.03,1385.6069230769235,177.34006477986634,1784.1298259133528,3823.15,14.009999999999993,1585.1907692307689,240.02034815257525,1998.9582606196177,4300.15,20.279999999999973,883.9151999999997,10.32552639071936,1119.2606994443497,2630.0,0.0899,1212.0000000000002,1195.1265966857825,174.9052864574688,1402.3,549.5
EBIYAR_FSR,6.0,3.729356589367383,7.087059693154815,48.0,1.0,9.849056603773583,5.812677343324615,6.391020311299092,17.0,1.0,1.7924528301886793,1.6580270124220635,0.7360909133257042,5.0,1.0,2.494528301886793,2.475949488973875,0.3061665968848656,3.16,1.69,115.9245283018868,0.0,72.0976615056884,349.0,0.0,1775.4777358490564,281.64016105725045,1865.5944256462665,3823.15,14.009999999999993,2018.6209433962265,361.00674028924567,2083.607121072044,4300.15,20.279999999999973,1260.8594754716985,24.670510091752845,1509.9075287197047,8650.0,0.0899,1197.6452830188678,1189.8606690244492,135.71223101681517,1402.3,867.8
BESNET_FSR,6.666666666666667,3.683069538254036,11.66571424683842,80.0,1.0,9.77777777777778,5.622632416220647,6.582430786702462,17.0,1.0,1.7777777777777777,1.630895299589513,0.8403409067195127,6.0,1.0,2.580888888888889,2.548392995822338,0.4267855158545213,3.44,2.0,122.06666666666666,0.0,67.26481992839942,349.0,0.0,1557.192888888889,201.57985923302243,1850.653373749837,3823.15,14.009999999999993,1767.3666666666666,269.594021739934,2070.214236483214,4300.15,20.279999999999973,1205.176497777778,12.852427868019891,2158.93865172134,13534.0,0.0899,1216.5888888888887,1210.7999858080516,117.60045582342164,1402.3,1007.1
JEBLEI_FSR,4.882352941176471,3.290222408542742,3.7476636320462298,15.0,1.0,9.058823529411764,4.855001603828723,6.777736809804271,16.0,1.0,1.6764705882352942,1.5714067010254005,0.5800906742151769,3.0,1.0,2.505882352941177,2.448307373279044,0.5145821700064832,3.44,0.98,112.96470588235294,105.76515682990583,39.16997561423006,153.9,59.6,1396.3947058823533,171.76347509329827,1794.832063014508,3823.15,14.009999999999993,1621.4526470588232,241.53059846786445,1998.394709330038,4300.15,20.279999999999973,920.9041970588232,12.111145678842297,1076.348688743749,2260.0,0.0899,1191.7999999999995,1176.7473828750733,165.04710735744152,1313.9,520.2
COBZEB_FSR,5.194444444444445,3.073254675235324,5.660876671625872,29.0,1.0,8.472222222222221,4.400548851120044,6.7432522285084335,17.0,1.0,1.6666666666666667,1.5324407023435924,0.7071067811865476,4.0,1.0,2.491944444444444,2.4682602460178336,0.3514242406459466,3.16,1.9,103.225,68.4932404568312,78.11225673847721,349.0,7.0,1232.1716666666666,130.39896544526778,1732.4821762839777,3823.15,14.009999999999993,1427.8794444444443,171.37684493039654,1959.3144446108695,4300.15,20.279999999999973,939.8714555555556,5.1764959111848885,1705.093101661883,8960.0,0.0899,1239.0333333333333,1229.5934220275192,143.84829779242358,1402.3,745.5
PEYGUW_FSR,6.545454545454546,5.15174976782948,3.83438121981148,20.0,1.0,11.909090909090908,8.377983157359038,5.86909541511599,16.0,1.0,1.9090909090909087,1.8196189489943333,0.5961307749365454,4.0,1.0,2.7840909090909096,2.6953931632250576,0.6217253053977301,3.44,1.0,114.22136363636363,81.26513021911954,51.840668862780845,153.9,2.37,1295.37,191.8029944921256,1740.8991834629076,3823.15,14.009999999999993,1491.6381818181817,265.4626811767393,1950.008424139464,4300.15,20.279999999999973,790.1951636363636,12.22426673446796,1053.5380817361745,2260.0,0.0899,1216.3227272727272,1199.3522499341516,177.41458362680075,1402.3,589.8
boydwoo_str_m3_o4_o20_pcu_sym_82,5.961538461538462,4.167768131231925,5.438330974387477,30.0,1.0,10.807692307692308,7.017895996749831,6.012929855219249,16.0,1.0,1.807692307692308,1.7043607928571487,0.6213651700539814,4.0,1.0,2.5957692307692306,2.557884868468193,0.4498561571549038,3.44,1.65,112.86153846153844,0.0,51.79935459148768,153.9,0.0,1808.2326923076928,300.1482806491285,1869.6619717140104,3823.15,14.009999999999993,2055.3703846153844,391.8819888769895,2089.326628400203,4300.15,20.279999999999973,1318.0325884615388,27.9203958584828,1606.517421250651,7140.0,0.0899,1199.5615384615385,1191.9959872945608,133.3495091765738,1402.3,906.4
core_YUBFOR_freeONLY,5.777777777777778,3.4626486158217986,6.502611061510904,30.0,1.0,9.22222222222222,5.106575196887419,6.612744896162894,16.0,1.0,1.7222222222222223,1.5874010519681996,0.7307192465536613,4.0,1.0,2.544444444444444,2.5019071050407997,0.4697188547090011,3.44,1.65,87.89444444444443,0.0,55.964338568038364,153.9,0.0,1122.5194444444444,123.58074908555564,1681.6097422029625,3823.15,14.009999999999993,1290.857777777778,166.07070855745016,1884.036424416576,4300.15,20.279999999999973,1024.8466833333334,5.920457359490098,1789.0409565765651,7140.0,0.0899,1242.0888888888887,1233.5233618044967,140.48644809648167,1402.3,906.4
PEJXAF01_FSR,5.285714285714286,3.4716631701152374,4.827641499633087,29.0,1.0,9.489795918367347,5.401457786558464,6.518803098414746,16.0,1.0,1.7142857142857142,1.5987421163058448,0.6388765649999399,4.0,1.0,2.522448979591837,2.4929718689641303,0.4061342424705432,3.44,1.9,112.42448979591838,98.25102028289815,43.62686183670886,153.9,7.0,1615.5683673469389,216.6751519226846,1843.4164063934656,3823.15,14.009999999999993,1857.2797959183672,289.8386423501134,2067.8306258694474,4300.15,20.279999999999973,1179.9733510204082,16.649323166564457,1570.491637444849,8960.0,0.0899,1200.0632653061225,1191.639317786295,137.0636209998214,1402.3,745.5
TUKDAG_FSR,5.358490566037736,3.5311902884041544,6.463524185103697,48.0,1.0,9.81132075471698,5.799394755165293,6.351516246768598,16.0,1.0,1.7169811320754718,1.6080579497647876,0.6552360511013334,5.0,1.0,2.537547169811321,2.511006413212633,0.3773137709351105,3.44,1.69,105.8490566037736,0.0,53.17237054783285,153.9,0.0,1758.484905660377,250.564796659482,1879.871898652132,3823.15,14.009999999999993,1989.319811320755,321.78256819402714,2106.624402233314,4300.15,20.279999999999973,1186.883777358491,18.2183394625378,1521.817330625224,8650.0,0.0899,1211.8716981132072,1204.4202753569857,132.84249061279584,1402.3,867.8
KEYZEV_FSR,14.22222222222222,9.090773302230474,12.1085624229558,35.0,1.0,12.666666666666666,10.427781662021877,4.521553322083512,17.0,1.0,2.555555555555556,2.3330580791522326,1.0657403385139377,4.0,1.0,2.630000000000001,2.583090175500155,0.4759084879353265,3.04,1.9,90.67777777777776,36.75468249867238,99.20864408774266,324.6,7.0,785.6388888888889,195.3783990013141,1194.2116045179898,3823.15,14.009999999999993,1181.368888888889,272.695639355062,1568.4890883369574,4300.15,20.279999999999973,2589.4548777777786,36.82861030480899,3575.498678376702,8960.0,0.0899,1182.0666666666668,1149.0614672898544,258.8404656669174,1402.3,745.5
BAKPOS_FSR,8.703125,4.76035842028961,11.606409446266102,80.0,1.0,10.828125,6.68564214237941,6.4965247620843405,17.0,1.0,2.015625,1.8261692841300787,0.9268931218727432,6.0,1.0,2.5953125000000004,2.571082831132006,0.359261259174643,3.16,2.0,160.153125,0.0,108.07355997298497,349.0,0.0,1605.4079687500002,275.4112580314328,1835.6215046878367,3823.15,14.009999999999993,1822.8462500000005,355.37589490877986,2051.87258774112,4300.15,20.279999999999973,1227.8012515625,21.22753227292635,1932.275002739056,13534.0,0.0899,1204.4921875,1199.223421800009,112.6093819702197,1402.3,1007.1
ASUCOI01_FSR,7.421052631578948,3.191255320117297,11.944237939048197,47.0,1.0,7.947368421052632,4.029998272092759,6.668651597393871,17.0,1.0,1.7894736842105263,1.5675620281146632,1.0552598766191272,5.0,1.0,2.424736842105262,2.405715598091421,0.3109470833480501,3.04,1.93,107.5157894736842,80.23728590551175,69.36368125329213,324.6,7.0,1299.572105263158,142.5973982368568,1735.320924505651,3823.15,14.009999999999993,1521.338947368421,188.92286835838715,1960.514409697228,4300.15,20.279999999999973,1430.174268421053,9.318904726932,2423.1073230322736,10490.0,0.0899,1210.657894736842,1198.198824996865,161.15616262948996,1402.3,731.0
HOKYOX_FSR,4.862068965517241,3.147166222464176,4.380396281325544,25.0,1.0,8.827586206896552,4.744895997466752,6.680227982467425,16.0,1.0,1.6551724137931034,1.5407356951569091,0.63113811095597,4.0,1.0,2.5063793103448275,2.47659316158396,0.4005242180282117,3.44,1.55,110.34482758620692,0.0,49.392321657959926,200.0,0.0,1504.4768965517242,177.98310644031753,1823.8197850827623,3823.15,14.009999999999993,1717.8187931034483,237.46448983870545,2043.5420762617027,4300.15,20.279999999999973,1053.8704241379312,10.982389263278783,1386.101147168852,7470.0,0.0899,1210.306896551724,1201.802315795574,137.2286524596298,1402.3,717.3
KEXYAQ_FSR,5.378378378378378,3.309141706626578,5.469084370973793,29.0,1.0,9.0,4.885073580493742,6.665765704885856,17.0,1.0,1.7027027027027026,1.5726975147558375,0.6922296472900377,4.0,1.0,2.5091891891891893,2.4805913672536146,0.3958117104803704,3.44,1.9,110.13783783783784,87.29420152302795,61.34377807763856,349.0,7.0,1408.420810810811,167.1365507846014,1790.4912289488009,3823.15,14.009999999999993,1630.726756756757,223.83876624790344,2016.4467333983123,4300.15,20.279999999999973,1085.8270945945949,9.625591177778258,1695.6222850048682,8960.0,0.0899,1215.178378378378,1205.8966155830549,142.69713748361943,1402.3,745.5
LEKTIG_FSR,6.833333333333333,3.786844338546497,12.66995571333135,80.0,1.0,10.055555555555555,5.959643694344276,6.454733166205524,16.0,1.0,1.7777777777777777,1.6365905229362514,0.8534606386520674,6.0,1.0,2.6208333333333336,2.5845684686615957,0.4504588709798535,3.44,2.0,104.11944444444444,0.0,52.89320907600545,153.9,0.0,1407.9080555555556,170.39388879463252,1816.1774357819345,3823.15,14.009999999999993,1600.7258333333332,229.7633798516135,2031.8138320713656,4300.15,20.279999999999973,1192.462688888889,10.324427204199512,2347.4404092017485,13534.0,0.0899,1232.4499999999998,1225.9800668906885,124.5926685465704,1402.3,1007.1
BOVGOK_FSR,5.333333333333333,3.078962819579043,6.363961030678929,30.0,1.0,8.333333333333334,4.355466701853378,6.629060600450448,16.0,1.0,1.6666666666666667,1.5274351309146432,0.7453559924999299,4.0,1.0,2.4827777777777778,2.450479773217657,0.4096652502763086,3.44,1.65,87.21666666666667,0.0,52.81168063138222,153.9,0.0,1149.0136111111108,117.50329356783448,1684.3702626800464,3823.15,14.009999999999993,1342.6927777777778,157.12790857825544,1912.054769011034,4300.15,20.279999999999973,1073.8834000000002,5.108422849082321,1971.2655097590368,8908.0,0.0899,1237.2805555555556,1226.3606307580565,153.7916877891152,1402.3,737.1
FUJMUU_FSR,7.357142857142857,3.843152783346441,14.59014903897804,82.0,1.0,10.071428571428571,6.096525094528242,6.267424690006092,16.0,1.0,1.8214285714285716,1.664601949846466,0.9278843611976128,6.0,1.0,2.545714285714286,2.523464177256281,0.3512673846376916,3.44,2.2,106.92857142857144,81.90252355966116,52.30513398143941,153.9,7.0,1811.6607142857144,280.5761651767846,1875.551553303585,3823.15,14.009999999999993,2089.9714285714285,369.1340676367129,2089.175762211558,4300.15,20.279999999999973,1454.550717857143,24.393542285526685,2201.901051274449,11340.0,0.0899,1195.814285714286,1184.8046279232308,153.90631824560796,1402.3,715.6
TEYWOL_FSR,6.727272727272728,3.981014992467807,9.20070065603612,47.0,1.0,10.181818181818182,6.165355953647414,6.357789521783951,16.0,1.0,1.818181818181818,1.6723836249479258,0.8331955809010619,5.0,1.0,2.616818181818182,2.577620759079771,0.4667234567963848,3.44,1.93,111.1090909090909,89.30148317742864,47.85530187299389,153.9,7.0,1466.5318181818182,194.01053109151897,1798.515492873438,3823.15,14.009999999999993,1704.2740909090908,262.0017431760456,2022.68498589613,4300.15,20.279999999999973,1299.038513636364,12.781238127619666,2274.1220887181485,10490.0,0.0899,1212.1454545454544,1200.4567238113386,156.86200573426063,1402.3,731.0
FOJWAE_FSR,5.884615384615385,3.956898114313711,5.542333048572755,30.0,1.0,10.423076923076923,6.3901046623489375,6.343822415565926,16.0,1.0,1.7692307692307692,1.6595236974471137,0.6389710663783134,4.0,1.0,2.635384615384616,2.590308780079216,0.4915143848683824,3.44,1.65,103.59615384615384,0.0,54.094422297207686,153.9,0.0,1372.1734615384614,175.46212809750486,1787.803416135485,3823.15,14.009999999999993,1566.425769230769,235.51783264988103,2000.7729421808135,4300.15,20.279999999999973,1057.3698923076922,10.67511325327914,1615.7780532531235,7140.0,0.0899,1229.1269230769228,1221.4093794454789,134.17515979463994,1402.3,906.4
boydwoo_str_m3_o14_o24_pcu_sym_108,7.03030303030303,5.115119280202247,5.600242681347909,30.0,1.0,12.06060606060606,8.668502876705913,5.586452194151403,17.0,1.0,1.9393939393939397,1.837378273343739,0.6247129735784335,4.0,1.0,2.703636363636364,2.661529887371996,0.4780758034341427,3.44,1.65,140.85454545454544,0.0,73.59296570020102,349.0,0.0,1788.0945454545456,341.1984259872541,1861.2199086182463,3823.15,14.009999999999993,2033.9728787878787,451.1714854704434,2077.6458450260075,4300.15,20.279999999999973,1244.2385863636364,32.32520024345995,1522.6110245933612,7140.0,0.0899,1195.742424242424,1189.2844757534783,122.9269160315679,1402.3,906.4
boydwoo_str_m7_Zn_o1_o4_bcu_sym_103,5.727272727272728,3.9532227219987126,5.35453773729958,30.0,1.0,10.454545454545457,6.596736442677739,6.10459791489,17.0,1.0,1.7818181818181815,1.676502396547176,0.6235064799811725,4.0,1.0,2.561272727272727,2.527687121084043,0.424585592807663,3.98,1.65,105.80545454545457,0.0,64.50271429998988,328.0,0.0,1780.1958181818184,283.9509033058713,1868.9715304507024,3823.15,14.009999999999993,2021.14890909091,363.049133639798,2091.004633304438,4300.15,20.279999999999973,1287.225989090909,24.38611450838958,1586.9749987567852,7140.0,0.0899,1214.6981818181816,1205.202763943747,152.6113965611041,1681.0,906.4
YIZCER_FSR,5.333333333333333,3.76815668247838,4.465920335658088,27.0,1.0,10.166666666666666,6.290718718275185,6.175669104549635,16.0,1.0,1.75,1.6497211886706051,0.5951190357119042,4.0,1.0,2.550555555555556,2.5232405384867325,0.3889083328472465,3.44,1.88,117.01944444444446,99.6485301315999,45.7480711156489,153.9,7.0,1974.5683333333327,334.92257942407014,1869.9668824718972,3823.15,14.009999999999993,2259.490277777777,432.1942777033828,2103.8495571326253,4300.15,20.279999999999973,1377.4779694444446,30.88189528135055,1690.157548212721,8900.0,0.0899,1189.1555555555558,1180.5305705855008,138.70656566300204,1402.3,760.4
REMVUC_FSR,6.380952380952381,4.3955790245547375,5.887648010281398,30.0,1.0,11.047619047619047,7.225963736935301,6.047244082863897,16.0,1.0,1.8333333333333333,1.7239456424939557,0.6516158182573338,4.0,1.0,2.670952380952381,2.626098086733393,0.4817320413229622,3.44,1.65,85.0142857142857,0.0,61.48823957019891,153.9,0.0,1153.3314285714284,150.96279213836365,1694.2056619191517,3823.15,14.009999999999993,1323.2771428571427,199.85235638242187,1897.715370499468,4300.15,20.279999999999973,986.2696166666668,8.230579809891868,1707.0990693783845,7140.0,0.0899,1252.1785714285709,1243.2116436441115,144.63756268969803,1402.3,906.4
KESHAS_FSR,5.488888888888889,3.788207557635769,4.679136778045105,27.0,1.0,10.066666666666666,6.192460749692855,6.162250671088716,16.0,1.0,1.7777777777777777,1.6668328573469189,0.628539361054709,4.0,1.0,2.492888888888889,2.4777314197172244,0.2772694014630072,3.04,1.88,109.12666666666668,80.10989212076578,56.516614666249545,200.0,7.0,1938.4135555555551,342.98712774076574,1861.4925396145672,3823.15,14.009999999999993,2221.939333333333,436.1575181849742,2086.7626839510685,4300.15,20.279999999999973,1389.9725466666669,36.42031678285949,1579.8687982180902,8900.0,0.0899,1187.6533333333334,1178.236904796414,146.9153884988832,1402.3,760.4
FAVMEX_FSR,6.047619047619048,3.631320528402883,8.326527833355103,55.0,1.0,9.523809523809524,5.288292130933705,6.73030847392562,16.0,1.0,1.761904761904762,1.618348172852874,0.839771051835638,6.0,1.0,2.57452380952381,2.509031376431748,0.5354046194944191,3.44,0.79,120.68809523809524,113.00314333121403,40.14981588275968,200.0,45.5,1489.6226190476193,185.1556687902364,1831.8507600642315,3823.15,14.009999999999993,1704.3064285714286,256.3622149583941,2043.2882855721296,4300.15,20.279999999999973,952.6954642857146,12.406726877231218,1101.659530602583,2260.0,0.0899,1196.7714285714285,1177.9424764724474,171.14653605235804,1313.9,375.7
OGEGUF_FSR,5.037037037037037,3.759907125451319,2.8736540357438254,9.0,1.0,10.296296296296296,6.056044256500276,6.63779757547255,17.0,1.0,1.7037037037037035,1.6286805983480437,0.4566232594791834,2.0,1.0,2.685555555555556,2.597661615965004,0.6562538653619263,3.98,0.98,123.00370370370372,81.37943979388461,88.88614640831054,328.0,7.0,1314.6914814814809,165.86570795833444,1775.5441477029656,3823.15,14.009999999999993,1526.8062962962958,227.1372481500924,1982.841368164584,4300.15,20.279999999999973,773.6544148148147,9.130052568261569,1055.743250420077,2260.0,0.0899,1262.0259259259258,1236.063393057605,232.4009985836145,1681.0,520.2
