MOF,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,Rf fraction,Db fraction,Sg fraction,Bh fraction,Hs fraction,Mt fraction,Ds fraction,Rg fraction,Cn fraction,Nh fraction,Fl fraction,Mc fraction,Lv fraction,Ts fraction,Og fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,energy
ACAJIY_w_CO2_1_relaxed,0.3720930232558139,0,0.0,0.0,0.0,0.2351421188630491,0.3720930232558139,0.0051679586563307,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155038759689922,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.507391886304909,9.51421188630491,1.6589147286821706,29.0,4.89405684754522,1.1,0.5235142118863049,1.79,2.592739018087855,1.627906976744186,1.607235142118863,0.1550387596899224,0.0,0.4801829268292683,0.4740853658536585,0.0457317073170731,0.0,-0.3028537028570618
ACAJIZ_w_CO2_1_relaxed,0.4085106382978723,0,0.0,0.0,0.0,0.3787234042553191,0.0340425531914893,0.1446808510638297,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340425531914893,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.915386127659572,8.91063829787234,1.6595744680851063,28.0,5.0638297872340425,1.1,0.522127659574468,1.54,2.530340425531915,1.5574468085106383,1.4382978723404256,0.3404255319148936,0.0,0.4668367346938775,0.4311224489795918,0.1020408163265306,0.0,-0.460790441666821
ACAJOF_w_CO2_1_relaxed,0.4210526315789473,0,0.0,0.0,0.0,0.3765182186234818,0.0323886639676113,0.1376518218623481,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323886639676113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.660818056680162,8.736842105263158,1.6437246963562753,28.0,4.947368421052632,1.1,0.5161943319838057,1.54,2.5199595141700404,1.5465587044534412,1.4008097165991902,0.3238866396761133,0.0,0.4727722772277228,0.4282178217821782,0.099009900990099,0.0,-0.2487690350001608
ACIBOE_w_CO2_1_relaxed,0.147239263803681,0,0.0,0.0,0.0,0.4478527607361963,0.0,0.3312883435582822,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0736196319018405,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.641099754601226,12.60122699386503,2.0,29.0,7.693251533742331,1.1,0.6484662576687116,1.79,2.727055214723926,1.852760736196319,2.220858895705521,0.7361963190184049,0.0,0.3852040816326531,0.461734693877551,0.1530612244897959,0.0,-0.1985048740001274
ACODON_w_CO2_1_relaxed,0.2793296089385474,0,0.0,0.0,0.0,0.4860335195530726,0.0,0.1899441340782122,0.0,0,0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.401698033519551,10.525139664804469,1.832402234636872,64.0,6.5027932960893855,1.5,0.5854748603351956,2.23,2.583296089385475,1.7206703910614525,1.7988826815642458,0.0,0.2011173184357542,0.4624624624624624,0.4834834834834834,0.0,0.054054054054054,-0.2127581383333563
ACOGAB_w_CO2_1_relaxed,0.4067796610169492,0,0.0,0.0,0.0,0.3672316384180791,0.135593220338983,0.0564971751412429,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225988700564971,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0112994350282485,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.699773898305084,9.005649717514125,1.6723163841807909,47.0,5.344632768361582,1.3,0.5242937853107343,1.75,2.523898305084745,1.5932203389830508,1.4802259887005649,0.3389830508474576,0.0,0.466887417218543,0.433774834437086,0.0993377483443708,0.0,-0.2254596742856977
ACOGEF_w_CO2_1_relaxed,0.4067796610169492,0,0.0,0.0,0.0,0.3672316384180791,0.135593220338983,0.0564971751412429,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0112994350282485,0,0.0,0.0,0.0,0.0225988700564971,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.761931412429378,9.005649717514125,1.694915254237288,52.0,5.751412429378531,1.3,0.5299435028248587,1.75,2.5171186440677964,1.5932203389830508,1.4802259887005649,0.3389830508474576,0.0,0.466887417218543,0.433774834437086,0.0993377483443708,0.0,-0.36283375428567
ACOLIP_w_CO2_1_relaxed,0.3619047619047619,0,0.0,0.0,0.0,0.4285714285714285,0.0952380952380952,0.0952380952380952,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019047619047619,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.615278285714286,9.542857142857144,1.6761904761904762,29.0,4.933333333333334,1.1,0.5352380952380952,1.79,2.537619047619048,1.638095238095238,1.5238095238095235,0.1904761904761904,0.0,0.4886363636363636,0.4545454545454545,0.0568181818181818,0.0,-0.411605002857105
ACUBAB_w_CO2_1_relaxed,0.0,0,0.0,0.0,0.0,0.0123456790123456,0.0,0.6172839506172839,0.0,0,0.0,0.0,0.0,0.0,0.1481481481481481,0.0,0.0246913580246913,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1975308641975308,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.403109185185183,15.061728395061728,2.567901234567901,24.0,13.580246913580249,0.7500000000000001,0.8185185185185185,1.79,2.8833333333333333,2.0,3.061728395061728,1.9753086419753083,0.0,0.2842105263157894,0.4350877192982456,0.2807017543859649,0.0,-0.2929165666666525
ACUTOI_w_CO2_1_relaxed,0.2868525896414343,0,0.0,0.0,0.0,0.3545816733067729,0.0318725099601593,0.2310756972111553,0.0,0,0.0318725099601593,0.0,0.0,0.0,0.0,0.0318725099601593,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0318725099601593,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.028959897370518,10.350597609561753,1.8725099601593624,47.0,6.876494023904383,1.55,0.6179282868525896,2.51,2.5927888446215137,1.6812749003984064,1.8565737051792828,0.3187250996015936,0.0,0.4359504132231405,0.4814049586776859,0.0826446280991735,0.0,-0.357560448333326
ADABUE_w_CO2_1_relaxed,0.2886597938144329,0,0.0,0.0,0.0,0.3608247422680412,0.2061855670103092,0.1030927835051546,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412371134020618,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.782565154639174,10.536082474226804,1.7938144329896908,28.0,5.917525773195877,1.1,0.5762886597938144,1.54,2.6149484536082475,1.6701030927835052,1.7525773195876289,0.4123711340206185,0.0,0.4354838709677419,0.4569892473118279,0.1075268817204301,0.0,-0.1633518114286321
ADAXEK_w_CO2_1_relaxed,0.2711864406779661,0,0.0,0.0,0.0,0.4576271186440678,0.0338983050847457,0.2033898305084746,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338983050847457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.496415762711864,10.745762711864408,1.7966101694915255,26.0,5.796610169491525,1.1,0.5779661016949151,1.56,2.6300000000000003,1.728813559322034,1.8305084745762712,0.2372881355932203,0.0,0.4553571428571428,0.4821428571428571,0.0625,0.0,-0.0743423433333608
